Element,Gx,Gy,Gz,s,Length,Value,Chi1,Chi2,Chi3,#_µ,mag.#,type
SD7ORE.2,-387.659679,303.898651,1.40E-17,1942.699713,1.03,0,-125.418531,1.31E-18,1.69E-18,3617,1053,365
,,,,,,,,,,,,
MQD3E26,-388.369042,302.901164,1.40E-17,1943.923713,0,0,-125.418531,1.31E-18,1.69E-18,3619,1054,11
,,,,,,,,,,,,
QD3E.26,-388.477374,302.748831,1.40E-17,1944.110638,0.82615,-0.1748774,-125.418531,1.31E-18,1.69E-18,3621,1055,364
,,,,,,,,,,,,
ZVQD3E26,-389.022653,301.982074,1.40E-17,1945.051513,0.3444,0,-125.418531,1.31E-18,1.69E-18,3623,1056,324
,,,,,,,,,,,,
ZHQF4E26,-390.18857,300.342593,1.41E-17,1947.063294,0.3444,0,-125.418531,1.31E-18,1.69E-18,3625,1057,324
,,,,,,,,,,,,
QF4E.26,-390.457818,299.963984,1.41E-17,1947.527879,1.01523,0.0349495,-125.418531,1.31E-18,1.69E-18,3627,1058,363
,,,,,,,,,,,,
MQF4E26,-391.157685,298.979849,1.41E-17,1948.735494,0,0,-125.418531,1.31E-18,1.69E-18,3629,1059,11
,,,,,,,,,,,,
SF6ORE.1,-391.26548,298.82827,1.41E-17,1948.921494,0.334,0,-125.418531,1.31E-18,1.69E-18,3631,1060,369
,,,,,,,,,,,,
ZHQEAE31,-392.982303,296.41412,1.42E-17,1951.883858,0.3444,0,-125.418531,1.31E-18,1.69E-18,3633,1061,324
,,,,,,,,,,,,
QEAE.31,-393.248386,296.039961,1.42E-17,1952.342983,0.82615,0.1830092,-125.418531,1.31E-18,1.69E-18,3635,1062,370
,,,,,,,,,,,,
MQEAE31,-393.835509,295.214365,1.42E-17,1953.356058,0,0,-125.418531,1.31E-18,1.69E-18,3637,1063,11
,,,,,,,,,,,,
ZVQD5E31,-396.315496,291.727073,1.43E-17,1957.635257,0.3444,0,-125.418531,1.31E-18,1.69E-18,3639,1064,324
,,,,,,,,,,,,
QD5E.31,-396.58158,291.352913,1.43E-17,1958.094382,0.82615,-0.1793457,-125.418531,1.31E-18,1.69E-18,3641,1065,371
,,,,,,,,,,,,
MQD5E31,-397.168702,290.527318,1.43E-17,1959.107457,0,0,-125.418531,1.31E-18,1.69E-18,3643,1066,11
,,,,,,,,,,,,
B2E.74,-397.566733,289.967617,1.44E-17,1959.794257,5.902202,0.0557427,-125.418531,1.31E-18,1.69E-18,3645,1067,366
,,,,,,,,,,,,
MQF6E16,-401.236953,284.453391,1.45E-17,1966.419258,0,0,-122.224708,1.21E-18,1.76E-18,3647,1068,11
,,,,,,,,,,,,
QF6E.16,-401.328412,284.308296,1.45E-17,1966.590773,0.55697,0.1633353,-122.224708,1.21E-18,1.76E-18,3649,1069,372
,,,,,,,,,,,,
B2E.75,-402.102297,283.080563,1.45E-17,1968.042057,5.902202,0.0557427,-122.224708,1.21E-18,1.76E-18,3651,1070,366
,,,,,,,,,,,,
MQD5E32,-405.442128,277.401897,1.47E-17,1974.631058,0,0,-119.030885,1.11E-18,1.82E-18,3653,1071,11
,,,,,,,,,,,,
QD5E.32,-405.532839,277.238457,1.47E-17,1974.817983,0.82615,-0.1793457,-119.030885,1.11E-18,1.82E-18,3655,1072,371
,,,,,,,,,,,,
ZVQD5E32,-405.989427,276.415796,1.47E-17,1975.758858,0.3444,0,-119.030885,1.11E-18,1.82E-18,3657,1073,324
,,,,,,,,,,,,
MQEAE32,-408.233172,272.373114,1.48E-17,1980.382457,0,0,-119.030885,1.11E-18,1.82E-18,3659,1074,11
,,,,,,,,,,,,
QEAE.32,-408.323883,272.209674,1.48E-17,1980.569382,0.82615,0.1830092,-119.030885,1.11E-18,1.82E-18,3661,1075,370
,,,,,,,,,,,,
ZHQEAE32,-408.780472,271.387012,1.48E-17,1981.510257,0.3444,0,-119.030885,1.11E-18,1.82E-18,3663,1076,324
,,,,,,,,,,,,
SF6ORE.2,-410.223098,268.787752,1.49E-17,1984.483021,0.334,0,-119.030885,1.11E-18,1.82E-18,3665,1077,369
,,,,,,,,,,,,
MQF4E27,-410.475444,268.333085,1.49E-17,1985.003021,0,0,-119.030885,1.11E-18,1.82E-18,3667,1078,11
,,,,,,,,,,,,
QF4E.27,-410.568805,268.164872,1.49E-17,1985.195406,1.01523,0.0349495,-119.030885,1.11E-18,1.82E-18,3669,1079,363
,,,,,,,,,,,,
ZHQF4E27,-411.1198,267.172113,1.49E-17,1986.330821,0.3444,0,-119.030885,1.11E-18,1.82E-18,3671,1080,324
,,,,,,,,,,,,
ZVQD3E27,-412.09608,265.413095,1.49E-17,1988.342602,0.3444,0,-119.030885,1.11E-18,1.82E-18,3673,1081,324
,,,,,,,,,,,,
QD3E.27,-412.318884,265.011655,1.49E-17,1988.801727,0.82615,-0.1748774,-119.030885,1.11E-18,1.82E-18,3675,1082,364
,,,,,,,,,,,,
MQD3E27,-412.81051,264.125865,1.50E-17,1989.814802,0,0,-119.030885,1.11E-18,1.82E-18,3677,1083,11
,,,,,,,,,,,,
SD5ORE.1,-412.904655,263.956239,1.50E-17,1990.008802,1.03,0,-119.030885,1.11E-18,1.82E-18,3679,1084,365
,,,,,,,,,,,,
B2E.76,-414.334246,261.380465,1.50E-17,1992.954706,5.902202,0.0557427,-119.030885,1.11E-18,1.82E-18,3681,1085,366
,,,,,,,,,,,,
QF2E.33,-417.349247,255.531281,1.51E-17,1999.536222,0.55697,0.1918305,-115.837062,1.01E-18,1.88E-18,3683,1086,367
,,,,,,,,,,,,
MQF2E33,-417.66673,254.875617,1.52E-17,2000.264707,0,0,-115.837062,1.01E-18,1.88E-18,3685,1087,11
,,,,,,,,,,,,
ZHQF2E33,-417.702816,254.801094,1.52E-17,2000.347507,0.3444,0,-115.837062,1.01E-18,1.88E-18,3687,1088,324
,,,,,,,,,,,,
MQD1E17,-419.296565,251.5097,1.52E-17,2004.004461,0,0,-115.837062,1.01E-18,1.88E-18,3689,1089,11
,,,,,,,,,,,,
QD1E.17,-419.380409,251.336546,1.52E-17,2004.196846,1.01523,-0.2548509,-115.837062,1.01E-18,1.88E-18,3691,1090,368
,,,,,,,,,,,,
ZVQD1E17,-419.875238,250.314631,1.53E-17,2005.332261,0.3444,0,-115.837062,1.01E-18,1.88E-18,3693,1091,324
,,,,,,,,,,,,
ZHQF2E34,-421.350359,247.268227,1.53E-17,2008.717015,0.3444,0,-115.837062,1.01E-18,1.88E-18,3695,1092,324
,,,,,,,,,,,,
MQF2E34,-421.536539,246.883731,1.53E-17,2009.144215,0,0,-115.837062,1.01E-18,1.88E-18,3697,1093,11
,,,,,,,,,,,,
QF2E.34,-421.611287,246.729361,1.53E-17,2009.31573,0.55697,0.1918305,-115.837062,1.01E-18,1.88E-18,3699,1094,367
,,,,,,,,,,,,
B2E.77,-422.150076,245.61666,1.53E-17,2010.552014,5.902202,0.0557427,-115.837062,1.01E-18,1.88E-18,3701,1095,366
,,,,,,,,,,,,
SD5ORE.2,-425.31059,238.467311,1.55E-17,2018.370119,1.03,0,-112.643239,9.04E-19,1.94E-18,3703,1096,365
,,,,,,,,,,,,
MQD3E28,-425.781821,237.337657,1.55E-17,2019.594119,0,0,-112.643239,9.04E-19,1.94E-18,3705,1097,11
,,,,,,,,,,,,
QD3E.28,-425.853785,237.16514,1.55E-17,2019.781044,0.82615,-0.1748774,-112.643239,9.04E-19,1.94E-18,3707,1098,364
,,,,,,,,,,,,
ZVQD3E28,-426.216014,236.296788,1.55E-17,2020.721919,0.3444,0,-112.643239,9.04E-19,1.94E-18,3709,1099,324
,,,,,,,,,,,,
ZHQF4E28,-426.990534,234.440075,1.55E-17,2022.7337,0.3444,0,-112.643239,9.04E-19,1.94E-18,3711,1100,324
,,,,,,,,,,,,
QF4E.28,-427.169395,234.0113,1.55E-17,2023.198285,1.01523,0.0349495,-112.643239,9.04E-19,1.94E-18,3713,1101,363
,,,,,,,,,,,,
MQF4E28,-427.634317,232.896768,1.56E-17,2024.4059,0,0,-112.643239,9.04E-19,1.94E-18,3715,1102,11
,,,,,,,,,,,,
SF4ORE.1,-427.705926,232.725105,1.56E-17,2024.5919,0.334,0,-112.643239,9.04E-19,1.94E-18,3717,1103,369
,,,,,,,,,,,,
ZHQEAE33,-428.846412,229.99108,1.56E-17,2027.554264,0.3444,0,-112.643239,9.04E-19,1.94E-18,3719,1104,324
,,,,,,,,,,,,
QEAE.33,-429.023172,229.567345,1.56E-17,2028.013389,0.82615,0.1830092,-112.643239,9.04E-19,1.94E-18,3721,1105,370
,,,,,,,,,,,,
MQEAE33,-429.413197,228.632357,1.56E-17,2029.026464,0,0,-112.643239,9.04E-19,1.94E-18,3723,1106,11
,,,,,,,,,,,,
ZVQD5E33,-431.060654,224.682999,1.57E-17,2033.305663,0.3444,0,-112.643239,9.04E-19,1.94E-18,3725,1107,324
,,,,,,,,,,,,
QD5E.33,-431.237414,224.259264,1.57E-17,2033.764788,0.82615,-0.1793457,-112.643239,9.04E-19,1.94E-18,3727,1108,371
,,,,,,,,,,,,
MQD5E33,-431.62744,223.324277,1.57E-17,2034.777863,0,0,-112.643239,9.04E-19,1.94E-18,3729,1109,11
,,,,,,,,,,,,
B2E.78,-431.891852,222.690416,1.57E-17,2035.464662,5.902202,0.0557427,-112.643239,9.04E-19,1.94E-18,3731,1110,366
,,,,,,,,,,,,
MQF6E17,-434.251866,216.501108,1.58E-17,2042.089664,0,0,-109.449417,7.95E-19,1.98E-18,3733,1111,11
,,,,,,,,,,,,
QF6E.17,-434.308976,216.33938,1.58E-17,2042.261179,0.55697,0.1633353,-109.449417,7.95E-19,1.98E-18,3735,1112,372
,,,,,,,,,,,,
B2E.79,-434.792217,214.970912,1.59E-17,2043.712463,5.902202,0.0557427,-109.449417,7.95E-19,1.98E-18,3737,1113,366
,,,,,,,,,,,,
MQD5E34,-436.793657,208.694293,1.59E-17,2050.301464,0,0,-106.255594,6.83E-19,2.02E-18,3739,1114,11
,,,,,,,,,,,,
QD5E.34,-436.845982,208.51484,1.59E-17,2050.488389,0.82615,-0.1793457,-106.255594,6.83E-19,2.02E-18,3741,1115,371
,,,,,,,,,,,,
ZVQD5E34,-437.109354,207.611579,1.60E-17,2051.429264,0.3444,0,-106.255594,6.83E-19,2.02E-18,3743,1116,324
,,,,,,,,,,,,
MQEAE34,-438.403605,203.17282,1.60E-17,2056.052863,0,0,-106.255594,6.83E-19,2.02E-18,3745,1117,11
,,,,,,,,,,,,
QEAE.34,-438.455929,202.993368,1.60E-17,2056.239788,0.82615,0.1830092,-106.255594,6.83E-19,2.02E-18,3747,1118,370
,,,,,,,,,,,,
ZHQEAE34,-438.719302,202.090106,1.60E-17,2057.180663,0.3444,0,-106.255594,6.83E-19,2.02E-18,3749,1119,324
,,,,,,,,,,,,
SF4ORE.2,-439.551446,199.236186,1.61E-17,2060.153427,0.334,0,-106.255594,6.83E-19,2.02E-18,3751,1120,369
,,,,,,,,,,,,
MQF4E29,-439.697006,198.736974,1.61E-17,2060.673427,0,0,-106.255594,6.83E-19,2.02E-18,3753,1121,11
,,,,,,,,,,,,
QF4E.29,-439.750859,198.55228,1.61E-17,2060.865812,1.01523,0.0349495,-106.255594,6.83E-19,2.02E-18,3755,1122,363
,,,,,,,,,,,,
ZHQF4E29,-440.068687,197.462256,1.61E-17,2062.001227,0.3444,0,-106.255594,6.83E-19,2.02E-18,3757,1123,324
,,,,,,,,,,,,
ZVQD3E29,-440.63183,195.530901,1.61E-17,2064.013008,0.3444,0,-106.255594,6.83E-19,2.02E-18,3759,1124,324
,,,,,,,,,,,,
QD3E.29,-440.76035,195.090131,1.61E-17,2064.472133,0.82615,-0.1748774,-106.255594,6.83E-19,2.02E-18,3761,1125,364
,,,,,,,,,,,,
MQD3E29,-441.043933,194.117556,1.61E-17,2065.485208,0,0,-106.255594,6.83E-19,2.02E-18,3763,1126,11
,,,,,,,,,,,,
SD3ORE.1,-441.098238,193.931312,1.61E-17,2065.679208,1.03,0,-106.255594,6.83E-19,2.02E-18,3765,1127,365
,,,,,,,,,,,,
B2E.80,-441.922863,191.103178,1.62E-17,2068.625111,5.902202,0.0557427,-106.255594,6.83E-19,2.02E-18,3767,1128,366
,,,,,,,,,,,,
QF2E.35,-443.569809,184.732091,1.62E-17,2075.206628,0.55697,0.1918305,-103.061771,5.69E-19,2.06E-18,3769,1129,367
,,,,,,,,,,,,
MQF2E35,-443.734448,184.022454,1.62E-17,2075.935113,0,0,-103.061771,5.69E-19,2.06E-18,3771,1130,11
,,,,,,,,,,,,
ZHQF2E35,-443.75316,183.941796,1.62E-17,2076.017913,0.3444,0,-103.061771,5.69E-19,2.06E-18,3773,1131,324
,,,,,,,,,,,,
MQD1E18,-444.579637,180.379459,1.63E-17,2079.674866,0,0,-103.061771,5.69E-19,2.06E-18,3775,1132,11
,,,,,,,,,,,,
QD1E.18,-444.623116,180.192051,1.63E-17,2079.867251,1.01523,-0.2548509,-103.061771,5.69E-19,2.06E-18,3777,1133,368
,,,,,,,,,,,,
ZVQD1E18,-444.879722,179.086013,1.63E-17,2081.002666,0.3444,0,-103.061771,5.69E-19,2.06E-18,3779,1134,324
,,,,,,,,,,,,
ZHQF2E36,-445.644681,175.788833,1.63E-17,2084.38742,0.3444,0,-103.061771,5.69E-19,2.06E-18,3781,1135,324
,,,,,,,,,,,,
MQF2E36,-445.741229,175.372686,1.63E-17,2084.81462,0,0,-103.061771,5.69E-19,2.06E-18,3783,1136,11
,,,,,,,,,,,,
QF2E.36,-445.779991,175.205608,1.63E-17,2084.986135,0.55697,0.1918305,-103.061771,5.69E-19,2.06E-18,3785,1137,367
,,,,,,,,,,,,
B2E.81,-446.059393,174.001311,1.63E-17,2086.222419,5.902202,0.0557427,-103.061771,5.69E-19,2.06E-18,3787,1138,366
,,,,,,,,,,,,
SD3ORE.2,-447.560747,166.330067,1.64E-17,2094.040525,1.03,0,-99.867948,4.54E-19,2.09E-18,3789,1139,365
,,,,,,,,,,,,
MQD3E30,-447.770514,165.124176,1.64E-17,2095.264525,0,0,-99.867948,4.54E-19,2.09E-18,3791,1140,11
,,,,,,,,,,,,
QD3E.30,-447.802549,164.940016,1.64E-17,2095.45145,0.82615,-0.1748774,-99.867948,4.54E-19,2.09E-18,3793,1141,364
,,,,,,,,,,,,
ZVQD3E30,-447.963794,164.013061,1.64E-17,2096.392325,0.3444,0,-99.867948,4.54E-19,2.09E-18,3795,1142,324
,,,,,,,,,,,,
ZHQF4E30,-448.308569,162.031044,1.64E-17,2098.404106,0.3444,0,-99.867948,4.54E-19,2.09E-18,3797,1143,324
,,,,,,,,,,,,
QF4E.30,-448.388189,161.573332,1.65E-17,2098.868691,1.01523,0.0349495,-99.867948,4.54E-19,2.09E-18,3799,1144,363
,,,,,,,,,,,,
MQF4E30,-448.595147,160.383583,1.65E-17,2100.076306,0,0,-99.867948,4.54E-19,2.09E-18,3801,1145,11
,,,,,,,,,,,,
SF2ORE.1,-448.627024,160.200335,1.65E-17,2100.262306,0.334,0,-99.867948,4.54E-19,2.09E-18,3803,1146,369
,,,,,,,,,,,,
ZHQEAE35,-449.134708,157.281798,1.65E-17,2103.22467,0.3444,0,-99.867948,4.54E-19,2.09E-18,3805,1147,324
,,,,,,,,,,,,
QEAE.35,-449.213391,156.829466,1.65E-17,2103.683795,0.82615,0.1830092,-99.867948,4.54E-19,2.09E-18,3807,1148,370
,,,,,,,,,,,,
MQEAE35,-449.38701,155.831379,1.65E-17,2104.69687,0,0,-99.867948,4.54E-19,2.09E-18,3809,1149,11
,,,,,,,,,,,,
ZVQD5E35,-450.120371,151.615489,1.65E-17,2108.976069,0.3444,0,-99.867948,4.54E-19,2.09E-18,3811,1150,324
,,,,,,,,,,,,
QD5E.35,-450.199055,151.163157,1.65E-17,2109.435194,0.82615,-0.1793457,-99.867948,4.54E-19,2.09E-18,3813,1151,371
,,,,,,,,,,,,
MQD5E35,-450.372673,150.16507,1.65E-17,2110.448269,0,0,-99.867948,4.54E-19,2.09E-18,3815,1152,11
,,,,,,,,,,,,
B2E.82,-450.490376,149.488432,1.65E-17,2111.135068,5.902202,0.0557427,-99.867948,4.54E-19,2.09E-18,3817,1153,366
,,,,,,,,,,,,
MQF6E18,-451.423338,142.930476,1.66E-17,2117.760069,0,0,-96.674125,3.37E-19,2.11E-18,3819,1154,11
,,,,,,,,,,,,
QF6E.18,-451.443272,142.760123,1.66E-17,2117.931584,0.55697,0.1633353,-96.674125,3.37E-19,2.11E-18,3821,1155,372
,,,,,,,,,,,,
B2E.83,-451.611943,141.318674,1.66E-17,2119.382868,5.902202,0.0557427,-96.674125,3.37E-19,2.11E-18,3823,1156,366
,,,,,,,,,,,,
MQD5E36,-452.175902,134.754859,1.66E-17,2125.97187,0,0,-93.480302,2.19E-19,2.12E-18,3825,1157,11
,,,,,,,,,,,,
QD5E.36,-452.18725,134.568278,1.66E-17,2126.158795,0.82615,-0.1793457,-93.480302,2.19E-19,2.12E-18,3827,1158,371
,,,,,,,,,,,,
ZVQD5E36,-452.244366,133.629139,1.66E-17,2127.09967,0.3444,0,-93.480302,2.19E-19,2.12E-18,3829,1159,324
,,,,,,,,,,,,
MQEAE36,-452.525043,129.014067,1.67E-17,2131.723269,0,0,-93.480302,2.19E-19,2.12E-18,3831,1160,11
,,,,,,,,,,,,
QEAE.36,-452.53639,128.827487,1.67E-17,2131.910194,0.82615,0.1830092,-93.480302,2.19E-19,2.12E-18,3833,1161,370
,,,,,,,,,,,,
ZHQEAE36,-452.593507,127.888347,1.67E-17,2132.851069,0.3444,0,-93.480302,2.19E-19,2.12E-18,3835,1162,324
,,,,,,,,,,,,
SF2ORE.2,-452.773969,124.921065,1.67E-17,2135.823833,0.334,0,-93.480302,2.19E-19,2.12E-18,3837,1163,369
,,,,,,,,,,,,
MQS4OE1,-452.8059,124.396035,1.67E-17,2136.349833,0,0,-93.480302,2.19E-19,2.12E-18,3839,1164,11
,,,,,,,,,,,,
QS4OE.1,-452.817248,124.209455,1.67E-17,2136.536758,0.82615,0.0701901,-93.480302,2.19E-19,2.12E-18,3841,1165,436
,,,,,,,,,,,,
ZHQS4OE1,-452.874364,123.270315,1.67E-17,2137.477633,0.3444,0,-93.480302,2.19E-19,2.12E-18,3843,1166,324
,,,,,,,,,,,,
ZVQSBOE1,-452.961381,121.839522,1.67E-17,2138.91107,0.3444,0,-93.480302,2.19E-19,2.12E-18,3847,1167,324
,,,,,,,,,,,,
QSBOE.1,-452.989253,121.381243,1.67E-17,2139.370195,0.82615,-0.248116,-93.480302,2.19E-19,2.12E-18,3849,1168,437
,,,,,,,,,,,,
MQSBOE1,-453.050752,120.370037,1.67E-17,2140.38327,0,0,-93.480302,2.19E-19,2.12E-18,3851,1169,11
,,,,,,,,,,,,
MQS3ORE,-453.20553,117.825082,1.67E-17,2142.932928,0,0,-93.480302,2.19E-19,2.12E-18,3857,1170,11
,,,,,,,,,,,,
QS3ORE,-453.217161,117.633835,1.67E-17,2143.124528,0.8168,0.1745643,-93.480302,2.19E-19,2.12E-18,3859,1171,438
,,,,,,,,,,,,
BS2ORE.1,-453.309579,116.114243,1.67E-17,2144.646928,2.23056,0.0278714,-93.480302,2.19E-19,2.12E-18,3861,1172,439
,,,,,,,,,,,,
BS2ORE.2,-453.461483,112.440488,1.67E-17,2148.323979,2.23056,0.0278714,-91.88339,1.59E-19,2.13E-18,3863,1173,439
,,,,,,,,,,,,
QS2ORE,-453.508318,109.289996,1.67E-17,2151.474954,0.55697,0.1095856,-90.286479,1.00E-19,2.13E-18,3867,1174,440
,,,,,,,,,,,,
MQS2ORE,-453.51196,108.56152,1.67E-17,2152.203439,0,0,-90.286479,1.00E-19,2.13E-18,3869,1175,11
,,,,,,,,,,,,
BSWORE,-453.515705,107.81263,1.67E-17,2152.952339,2.9,0.005,-90.286479,1.00E-19,2.13E-18,3871,1176,384
,,,,,,,,,,,,
MQR7ORE,-453.522955,104.152634,1.67E-17,2156.612347,0,0,-90,8.93E-20,2.13E-18,3874,1177,11
,,,,,,,,,,,,
QR7ORE,-453.522955,103.965709,1.67E-17,2156.799272,0.82615,-0.1758974,-90,8.93E-20,2.13E-18,3876,1178,441
,,,,,,,,,,,,
ZVQR7ORE,-453.522955,103.024834,1.67E-17,2157.740147,0.3444,0,-90,8.93E-20,2.13E-18,3878,1179,324
,,,,,,,,,,,,
ZHQR6ORE,-453.522955,98.882705,1.67E-17,2161.882276,0.3444,0,-90,8.93E-20,2.13E-18,3882,1180,324
,,,,,,,,,,,,
QR6ORE,-453.522955,98.41812,1.67E-17,2162.346861,1.01523,0.1402104,-90,8.93E-20,2.13E-18,3884,1181,442
,,,,,,,,,,,,
MQR6ORE,-453.522955,97.210505,1.67E-17,2163.554476,0,0,-90,8.93E-20,2.13E-18,3886,1182,11
,,,,,,,,,,,,
ZVQR5ORE,-453.522955,85.659612,1.68E-17,2175.105369,0.34445,0,-90,8.93E-20,2.13E-18,3890,1183,339
,,,,,,,,,,,,
MQR5ORE,-453.522955,85.232387,1.68E-17,2175.532594,0,0,-90,8.93E-20,2.13E-18,3892,1184,11
,,,,,,,,,,,,
QR5ORE,-453.522955,85.062777,1.68E-17,2175.702204,0.46078,-0.1218799,-90,8.93E-20,2.13E-18,3894,1185,443
,,,,,,,,,,,,
BW2ORE.1,-453.522955,83.683097,1.68E-17,2177.081884,0.3462,0,-90,8.93E-20,2.13E-18,3898,1186,444
,,,,,,,,,,,,
BW1ORE.1,-453.522955,83.183097,1.68E-17,2177.581884,0.3462,0,-90,8.93E-20,2.13E-18,3900,1187,444
,,,,,,,,,,,,
#NAME?,-453.522955,82.583097,1.68E-17,2178.181884,0.3462,0,-90,8.93E-20,2.13E-18,3902,1188,444
,,,,,,,,,,,,
#NAME?,-453.522955,82.083097,1.68E-17,2178.681884,0.3462,0,-90,8.93E-20,2.13E-18,3904,1189,444
,,,,,,,,,,,,
BW2ORE.3,-453.522955,81.483097,1.68E-17,2179.281884,0.3462,0,-90,8.93E-20,2.13E-18,3906,1190,444
,,,,,,,,,,,,
BW1ORE.3,-453.522955,80.983097,1.68E-17,2179.781884,0.3462,0,-90,8.93E-20,2.13E-18,3908,1191,444
,,,,,,,,,,,,
#NAME?,-453.522955,79.953097,1.68E-17,2180.811884,0.3462,0,-90,8.93E-20,2.13E-18,3910,1192,444
,,,,,,,,,,,,
#NAME?,-453.522955,79.453097,1.68E-17,2181.311884,0.3462,0,-90,8.93E-20,2.13E-18,3912,1193,444
,,,,,,,,,,,,
BW2ORE.5,-453.522955,78.853097,1.68E-17,2181.911884,0.3462,0,-90,8.93E-20,2.13E-18,3914,1194,444
,,,,,,,,,,,,
BW1ORE.5,-453.522955,78.353097,1.68E-17,2182.411884,0.3462,0,-90,8.93E-20,2.13E-18,3916,1195,444
,,,,,,,,,,,,
#NAME?,-453.522955,77.753097,1.68E-17,2183.011884,0.3462,0,-90,8.93E-20,2.13E-18,3918,1196,444
,,,,,,,,,,,,
#NAME?,-453.522955,77.253097,1.68E-17,2183.511884,0.3462,0,-90,8.93E-20,2.13E-18,3920,1197,444
,,,,,,,,,,,,
ZHQR4ORE,-453.522955,76.233797,1.68E-17,2184.531184,0.34442,0,-90,8.93E-20,2.13E-18,3922,1198,387
,,,,,,,,,,,,
MQR4ORE,-453.522955,75.806587,1.68E-17,2184.958394,0,0,-90,8.93E-20,2.13E-18,3924,1199,11
,,,,,,,,,,,,
QR4ORE,-453.522955,75.636977,1.68E-17,2185.128004,0.46078,0.138234,-90,8.93E-20,2.13E-18,3926,1200,445
,,,,,,,,,,,,
#NAME?,-453.522955,74.257297,1.68E-17,2186.507684,0.3462,0,-90,8.93E-20,2.13E-18,3930,1201,444
,,,,,,,,,,,,
#NAME?,-453.522955,73.757297,1.68E-17,2187.007684,0.3462,0,-90,8.93E-20,2.13E-18,3932,1202,444
,,,,,,,,,,,,
BW2ORE.8,-453.522955,73.157297,1.68E-17,2187.607684,0.3462,0,-90,8.93E-20,2.13E-18,3934,1203,444
,,,,,,,,,,,,
BW1ORE.8,-453.522955,72.657297,1.68E-17,2188.107684,0.3462,0,-90,8.93E-20,2.13E-18,3936,1204,444
,,,,,,,,,,,,
#NAME?,-453.522955,72.057297,1.68E-17,2188.707684,0.3462,0,-90,8.93E-20,2.13E-18,3938,1205,444
,,,,,,,,,,,,
#NAME?,-453.522955,71.557297,1.68E-17,2189.207684,0.3462,0,-90,8.93E-20,2.13E-18,3940,1206,444
,,,,,,,,,,,,
BW2ORE.10,-453.522955,70.527297,1.68E-17,2190.237684,0.3462,0,-90,8.93E-20,2.13E-18,3942,1207,444
,,,,,,,,,,,,
BW1ORE.10,-453.522955,70.027297,1.68E-17,2190.737684,0.3462,0,-90,8.93E-20,2.13E-18,3944,1208,444
,,,,,,,,,,,,
#NAME?,-453.522955,69.427297,1.68E-17,2191.337684,0.3462,0,-90,8.93E-20,2.13E-18,3946,1209,444
,,,,,,,,,,,,
#NAME?,-453.522955,68.927297,1.68E-17,2191.837684,0.3462,0,-90,8.93E-20,2.13E-18,3948,1210,444
,,,,,,,,,,,,
BW2ORE.12,-453.522955,68.327297,1.68E-17,2192.437684,0.3462,0,-90,8.93E-20,2.13E-18,3950,1211,444
,,,,,,,,,,,,
BW1ORE.12,-453.522955,67.827297,1.68E-17,2192.937684,0.3462,0,-90,8.93E-20,2.13E-18,3952,1212,444
,,,,,,,,,,,,
ZVQR3ORE,-453.522955,66.808012,1.68E-17,2193.956969,0.34445,0,-90,8.93E-20,2.13E-18,3954,1213,339
,,,,,,,,,,,,
MQR3ORE,-453.522955,66.380787,1.68E-17,2194.384194,0,0,-90,8.93E-20,2.13E-18,3956,1214,11
,,,,,,,,,,,,
QR3ORE,-453.522955,66.211177,1.68E-17,2194.553804,0.46078,-0.1703705,-90,8.93E-20,2.13E-18,3958,1215,446
,,,,,,,,,,,,
BW2ORE.13,-453.522955,64.831497,1.68E-17,2195.933484,0.3462,0,-90,8.93E-20,2.13E-18,3962,1216,444
,,,,,,,,,,,,
BW1ORE.13,-453.522955,64.331497,1.68E-17,2196.433484,0.3462,0,-90,8.93E-20,2.13E-18,3964,1217,444
,,,,,,,,,,,,
#NAME?,-453.522955,63.731497,1.68E-17,2197.033484,0.3462,0,-90,8.93E-20,2.13E-18,3966,1218,444
,,,,,,,,,,,,
#NAME?,-453.522955,63.231497,1.68E-17,2197.533484,0.3462,0,-90,8.93E-20,2.13E-18,3968,1219,444
,,,,,,,,,,,,
BW2ORE.15,-453.522955,62.631497,1.68E-17,2198.133484,0.3462,0,-90,8.93E-20,2.13E-18,3970,1220,444
,,,,,,,,,,,,
BW1ORE.15,-453.522955,62.131497,1.68E-17,2198.633484,0.3462,0,-90,8.93E-20,2.13E-18,3972,1221,444
,,,,,,,,,,,,
#NAME?,-453.522955,61.101497,1.68E-17,2199.663484,0.3462,0,-90,8.93E-20,2.13E-18,3974,1222,444
,,,,,,,,,,,,
#NAME?,-453.522955,60.601497,1.68E-17,2200.163484,0.3462,0,-90,8.93E-20,2.13E-18,3976,1223,444
,,,,,,,,,,,,
BW2ORE.17,-453.522955,60.001497,1.68E-17,2200.763484,0.3462,0,-90,8.93E-20,2.13E-18,3978,1224,444
,,,,,,,,,,,,
BW1ORE.17,-453.522955,59.501497,1.68E-17,2201.263484,0.3462,0,-90,8.93E-20,2.13E-18,3980,1225,444
,,,,,,,,,,,,
#NAME?,-453.522955,58.901497,1.68E-17,2201.863484,0.3462,0,-90,8.93E-20,2.13E-18,3982,1226,444
,,,,,,,,,,,,
#NAME?,-453.522955,58.401497,1.68E-17,2202.363484,0.3462,0,-90,8.93E-20,2.13E-18,3984,1227,444
,,,,,,,,,,,,
